The GSE3397 mRNA expression profile dataset.;;;;;
ID;adj.P.Val;P.Value;logFC;Gene.symbol;Gene.title
234694_at;0,866;0,00933771;0,7722695;CNTROB;centrobin, centriole duplication and spindle assembly protein
210576_at;0,866;0,00937349;1,58147927;CYP4F8;cytochrome P450 family 4 subfamily F member 8
236278_at;0,866;0,00943717;-1,22215041;HIST1H3E;histone cluster 1, H3e
215014_at;0,866;0,00944883;1,83601238;KCND3;potassium voltage-gated channel subfamily D member 3
221416_at;0,866;0,00946412;-1,26292313;PLA2G2F;phospholipase A2 group IIF
213634_s_at;0,866;0,00951962;-0,82560725;TRMU;tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase
242474_s_at;0,866;0,00957093;-0,51520451;VMA21;VMA21 vacuolar H+-ATPase homolog (S. cerevisiae)
227258_at;0,866;0,00958671;0,51585022;CACUL1;CDK2 associated cullin domain 1
222259_s_at;0,866;0,00961272;1,5640285;SPO11;SPO11, initiator of meiotic double stranded breaks
207979_s_at;0,866;0,00964115;-1,3200469;LOC100996919///CD8B;putative T-cell surface glycoprotein CD8 beta-2 chain-like///CD8b molecule
213140_s_at;0,866;0,00965933;-0,81978129;SS18L1;SS18L1, nBAF chromatin remodeling complex subunit
207790_at;0,866;0,00973136;0,76206005;LRRC1;leucine rich repeat containing 1
1552412_a_at;0,866;0,00979572;2,00487647;DEFB106B///DEFB106A;defensin beta 106B///defensin beta 106A
205484_at;0,866;0,00991151;0,98731568;SIT1;signaling threshold regulating transmembrane adaptor 1
238719_at;0,866;0,00992996;-0,62211545;PPP2CA;protein phosphatase 2 catalytic subunit alpha
220381_at;0,866;0,00995562;-0,75987808;ARHGAP28;Rho GTPase activating protein 28
237463_at;0,866;0,00999158;1,09794097;ZFPM1;zinc finger protein, FOG family member 1
1554822_at;0,866;0,01002199;1,29255752;PHTF2;putative homeodomain transcription factor 2
206785_s_at;0,866;0,01003642;-1,56227691;KLRC2///KLRC1;killer cell lectin like receptor C2///killer cell lectin like receptor C1
1569660_at;0,866;0,01004565;1,10159691;PP13439;uncharacterized LOC100128046
205247_at;0,866;0,01005674;1,301587;NOTCH4;notch 4
1566515_at;0,866;0,01009435;-2,85624409;CWF19L2;CWF19-like 2, cell cycle control (S. pombe)
229461_x_at;0,866;0,01013482;-1,71053148;NEGR1;neuronal growth regulator 1
206934_at;0,866;0,01014793;1,47136807;SIRPB1;signal regulatory protein beta 1
242370_at;0,866;0,01019015;-0,91601392;MTHFD2L;methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2-like
1558014_s_at;0,866;0,01025708;-0,61601199;FAR1;fatty acyl-CoA reductase 1
216236_s_at;0,866;0,01032248;0,85370055;SLC2A14///SLC2A3;solute carrier family 2 member 14///solute carrier family 2 member 3
207900_at;0,866;0,01035418;1,19710596;CCL17;C-C motif chemokine ligand 17
238810_at;0,866;0,01037583;1,15006709;RFX3;regulatory factor X3
230624_at;0,866;0,01039222;0,87175813;SLC25A27;solute carrier family 25 member 27
216275_at;0,866;0,01041796;-1,6805448;BUB1;BUB1 mitotic checkpoint serine/threonine kinase
225356_at;0,866;0,01042794;-0,46814932;SFT2D2;SFT2 domain containing 2
219226_at;0,866;0,01051069;-0,55010741;CDK12;cyclin dependent kinase 12
1558375_at;0,866;0,01058186;1,32860175;LRRC38;leucine rich repeat containing 38
220111_s_at;0,866;0,01059019;1,51691861;ANO2;anoctamin 2
239037_at;0,866;0,01060642;0,73922558;GNAS;GNAS complex locus
227939_s_at;0,866;0,01063626;1,53158451;TRA2A;transformer 2 alpha homolog
1562764_at;0,866;0,01075228;1,12029206;LOC100507351;uncharacterized LOC100507351
238695_s_at;0,866;0,01075608;1,76640874;RAB39B;RAB39B, member RAS oncogene family
202815_s_at;0,866;0,01075734;-0,92380505;HEXIM1;hexamethylene bisacetamide inducible 1
216587_s_at;0,866;0,01078399;-2,2671379;MIR4683///FZD8;microRNA 4683///frizzled class receptor 8
243708_at;0,866;0,01088685;0,77557604;TMEM132E;transmembrane protein 132E
231243_s_at;0,866;0,01091106;1,6853956;BHLHE41;basic helix-loop-helix family member e41
211339_s_at;0,866;0,01094512;-0,92272819;ITK;IL2 inducible T-cell kinase
1552843_at;0,866;0,01096605;1,15181373;SLC26A1;solute carrier family 26 member 1
232486_at;0,866;0,01097211;-0,93339159;LRFN1;leucine rich repeat and fibronectin type III domain containing 1
237322_at;0,866;0,01097474;-0,8799376;MIAT;myocardial infarction associated transcript (non-protein coding)
212423_at;0,866;0,01099649;-1,31416984;ZCCHC24;zinc finger CCHC-type containing 24
237113_at;0,866;0,01101965;0,70904889;LOC102725408;uncharacterized LOC102725408
221060_s_at;0,866;0,01104453;-0,5588054;TLR4;toll like receptor 4
226267_at;0,866;0,01105931;0,60755247;JDP2;Jun dimerization protein 2
213262_at;0,866;0,01108849;-0,72486246;SACS;sacsin molecular chaperone
1563787_a_at;0,866;0,01112796;-1,17598396;CAGE1;cancer antigen 1
212947_at;0,866;0,0111892;-0,55488896;SLC9A8;solute carrier family 9 member A8
219896_at;0,866;0,0112064;1,82114291;CALY;calcyon neuron specific vesicular protein
238018_at;0,866;0,01121888;-1,43713887;FAM150B;family with sequence similarity 150 member B
210082_at;0,866;0,01124195;0,95920585;ABCA4;ATP binding cassette subfamily A member 4
213382_at;0,866;0,01128734;0,55887175;MST1L;macrophage stimulating 1 like
232001_at;0,866;0,01131358;-0,6124088;PRKCQ-AS1;PRKCQ antisense RNA 1
1554976_a_at;0,866;0,01135555;1,51129477;LINC00051;long intergenic non-protein coding RNA 51
1562349_at;0,866;0,01135744;1,19304338;TRAPPC2;trafficking protein particle complex 2
209813_x_at;0,866;0,01135884;1,40328391;TARP///TRGV9///TRGC2;TCR gamma alternate reading frame protein///T cell receptor gamma variable 9///T cell receptor gamma constant 2
1553641_a_at;0,866;0,01138514;1,35037197;TSGA13;testis specific 13
206027_at;0,866;0,01144631;-0,68907856;S100A3;S100 calcium binding protein A3
218658_s_at;0,866;0,01147324;-0,59677721;ACTR8;ARP8 actin-related protein 8 homolog
236584_at;0,866;0,01148223;1,54529017;FAAP20;Fanconi anemia core complex associated protein 20
217214_s_at;0,866;0,01149175;1,72954054;SLC6A2;solute carrier family 6 member 2
230994_at;0,866;0,01167684;1,32313496;FAM181B;family with sequence similarity 181 member B
230056_at;0,866;0,01170278;-0,68862679;BPTF;bromodomain PHD finger transcription factor
206647_at;0,866;0,01171256;0,98425973;HBZ;hemoglobin subunit zeta
219934_s_at;0,866;0,01174101;1,22004384;SULT1E1;sulfotransferase family 1E member 1
203144_s_at;0,866;0,01175282;-0,59663101;KIAA0040;KIAA0040
1556511_a_at;0,866;0,01178353;1,15811378;NFIA-AS2;NFIA antisense RNA 2
243048_at;0,866;0,01179386;-0,96757327;CECR7;cat eye syndrome chromosome region, candidate 7 (non-protein coding)
228018_at;0,866;0,0118465;-1,56319338;NKAIN4;Na+/K+ transporting ATPase interacting 4
240562_at;0,866;0,01186535;1,42617608;GSK3B;glycogen synthase kinase 3 beta
230009_at;0,866;0,01188416;-0,59997173;FAM118B;family with sequence similarity 118 member B
214745_at;0,866;0,01193746;1,08680783;PLCH1;phospholipase C eta 1
214586_at;0,866;0,01194727;1,58753179;GPR37;G protein-coupled receptor 37
1561222_at;0,866;0,01197721;-1,98474146;LINC00485;long intergenic non-protein coding RNA 485
220786_s_at;0,866;0,01200906;-1,06942456;SLC38A4;solute carrier family 38 member 4
236392_at;0,866;0,01201779;1,02801295;CUL9;cullin 9
233159_at;0,866;0,01202658;-1,40742203;STARD13-AS;STARD13 antisense RNA
203812_at;0,866;0,01205042;1,17203685;SLIT3;slit guidance ligand 3
211632_at;0,866;0,01205229;1,31133255;IGHM///IGHG1///IGHD;immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant delta
1552604_at;0,866;0,0120904;0,78986213;LINC00308;long intergenic non-protein coding RNA 308
1559214_at;0,866;0,01213214;-1,59760939;FBXO22;F-box protein 22
1570537_a_at;0,866;0,01214734;-0,98564569;LOC101928902;uncharacterized LOC101928902
238665_at;0,866;0,01215343;1,26518089;ZNF865;zinc finger protein 865
239343_at;0,866;0,01220244;1,85061381;LOC728705///TMEM263;uncharacterized LOC728705///transmembrane protein 263
220527_at;0,866;0,01227639;-1,57165597;MRPL20;mitochondrial ribosomal protein L20
242905_at;0,866;0,01228323;-1,05169408;PNO1;partner of NOB1 homolog
1558759_s_at;0,866;0,01232135;-1,67287114;CLASP2;cytoplasmic linker associated protein 2
227323_at;0,866;0,01233421;-0,66929975;COX4I1;cytochrome c oxidase subunit 4I1
204579_at;0,866;0,01237831;0,6708017;FGFR4;fibroblast growth factor receptor 4
231590_at;0,866;0,01237903;0,93447675;GATM;glycine amidinotransferase
1566734_at;0,866;0,01241293;1,34656478;LOC283454;uncharacterized LOC283454
216316_x_at;0,866;0,01241936;1,51062462;GK6P;glycerol kinase 6 pseudogene
244551_at;0,866;0,01242329;-2,33809369;ZNF736;zinc finger protein 736
220306_at;0,866;0,01248598;1,15249695;FAM46C;family with sequence similarity 46 member C
214428_x_at;0,866;0,01250256;0,47466688;C4B_2///C4B///C4A;complement component 4B (Chido blood group), copy 2///complement component 4B (Chido blood group)///complement component 4A (Rodgers blood group)
1561614_at;0,866;0,01251073;-2,03928478;SLC8A1;solute carrier family 8 member A1
215748_at;0,866;0,01254569;-1,31486119;KLHL35;kelch like family member 35
232103_at;0,866;0,01258049;-0,47053751;BPNT1;3'(2'), 5'-bisphosphate nucleotidase 1
1559681_a_at;0,866;0,01262585;0,69459537;LOC101930303///LOC101930301///TRIM16L;uncharacterized LOC101930303///uncharacterized LOC101930301///tripartite motif containing 16-like
215315_at;0,866;0,01270246;-2,10714125;ZNF549;zinc finger protein 549
221699_s_at;0,866;0,01279196;0,33056807;DDX50;DEAD-box helicase 50
237215_s_at;0,866;0,01280956;-0,77393665;TFRC;transferrin receptor
205699_at;0,866;0,01283472;2,02086155;MAP2K6;mitogen-activated protein kinase kinase 6
230419_at;0,866;0,01286542;1,6366963;SOX9-AS1;SOX9 antisense RNA 1
220037_s_at;0,866;0,0128668;2,22049166;LYVE1;lymphatic vessel endothelial hyaluronan receptor 1
239812_s_at;0,866;0,01287695;1,32759512;IQCH;IQ motif containing H
228608_at;0,866;0,01291799;-1,03291492;NALCN;sodium leak channel, non-selective
205507_at;0,866;0,01295665;1,39484504;ARHGEF15;Rho guanine nucleotide exchange factor 15
1569486_at;0,866;0,01296335;-1,69423128;LOC101928401;uncharacterized LOC101928401
210421_s_at;0,866;0,01301533;-0,82018004;SLC24A1;solute carrier family 24 member 1
222796_at;0,866;0,01306694;-1,50031008;ATP5J2-PTCD1///PTCD1;ATP5J2-PTCD1 readthrough///pentatricopeptide repeat domain 1
220131_at;0,866;0,01319749;1,19202569;FXYD7;FXYD domain containing ion transport regulator 7
1555052_a_at;0,866;0,01320427;1,5829295;SYT9;synaptotagmin 9
231820_x_at;0,866;0,01320787;-0,74799472;ZNF587;zinc finger protein 587
208214_at;0,866;0,01323072;1,65389096;ADRB1;adrenoceptor beta 1
239590_x_at;0,866;0,01326992;0,86827526;LOC102724314///FAM95B1;uncharacterized LOC102724314///family with sequence similarity 95 member B1
60815_at;0,866;0,01332323;-0,60906401;POLR2J4;RNA polymerase II subunit J4, pseudogene
1570411_at;0,866;0,01332632;-1,96451783;LOC100133131;uncharacterized LOC100133131
238058_at;0,866;0,01332819;-0,49179917;PRR34-AS1;PRR34 antisense RNA 1
223558_at;0,866;0,0133637;-0,59754971;INIP;INTS3 and NABP interacting protein
1570121_at;0,866;0,01344016;1,19746001;ZNF365;zinc finger protein 365
227841_at;0,866;0,01348452;-1,41651856;CEMP1///AMDHD2;cementum protein 1///amidohydrolase domain containing 2
203631_s_at;0,866;0,01349039;1,37746506;GPRC5B;G protein-coupled receptor class C group 5 member B
1561761_x_at;0,866;0,01349308;1,71287777;LOC645513;septin 7 pseudogene
216430_x_at;0,866;0,01351407;0,651005;IGLV1-44;immunoglobulin lambda variable 1-44
243600_at;0,866;0,01352197;1,2342931;TPGS1;tubulin polyglutamylase complex subunit 1
209347_s_at;0,866;0,01353375;1,83705543;MAF;MAF bZIP transcription factor
217448_s_at;0,866;0,01353918;-0,38425787;TOX4;TOX high mobility group box family member 4
238073_at;0,866;0,0135825;1,62578647;ELAVL4;ELAV like neuron-specific RNA binding protein 4
208566_at;0,866;0,0135866;0,84880777;LOC100996843;ATP-sensitive inward rectifier potassium channel 12-like
206960_at;0,866;0,01362347;2,14635409;LPAR4;lysophosphatidic acid receptor 4
230926_s_at;0,866;0,0136633;-0,57387088;ODF2L;outer dense fiber of sperm tails 2 like
215953_at;0,866;0,01372561;-1,25069753;SMG7-AS1;SMG7 antisense RNA 1
218518_at;0,866;0,01380642;-0,68272912;FAM13B;family with sequence similarity 13 member B
215008_at;0,866;0,013821;1,04264486;TLL2;tolloid like 2
232670_at;0,866;0,01384958;1,46779327;LOC149401;uncharacterized LOC149401
225349_at;0,866;0,01385406;0,4747698;ZNF496;zinc finger protein 496
214513_s_at;0,866;0,01392549;0,58543409;CREB1;cAMP responsive element binding protein 1
213710_s_at;0,866;0,01394127;-0,72009675;CALM1;calmodulin 1
234580_at;0,866;0,01394807;0,98497565;TMEM106A;transmembrane protein 106A
205589_at;0,866;0,01396473;-0,98773924;MYL3;myosin light chain 3
210486_at;0,866;0,01396686;-0,9313805;ANKMY1;ankyrin repeat and MYND domain containing 1
222494_at;0,866;0,01401722;0,48365075;FOXN3;forkhead box N3
232989_s_at;0,866;0,01406768;-1,64009948;CCDC136;coiled-coil domain containing 136
216569_at;0,866;0,01407642;1,33318359;FABP3P2;fatty acid binding protein 3 pseudogene 2
213438_at;0,866;0,01408552;1,79366576;NFASC;neurofascin
1555962_at;0,866;0,01411492;0,83250271;B3GNT7;UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7
1559124_at;0,866;0,01413589;-1,26514991;LOC644135;uncharacterized LOC644135
229299_at;0,866;0,01418988;-0,43269098;NADK2;NAD kinase 2, mitochondrial
1553608_a_at;0,866;0,01419076;1,53675855;LINC00189;long intergenic non-protein coding RNA 189
233255_s_at;0,866;0,01424605;-0,45941939;BIVM;basic, immunoglobulin-like variable motif containing
1555220_a_at;0,866;0,01437624;0,90115933;AKR1E2;aldo-keto reductase family 1 member E2
1568859_a_at;0,866;0,01441264;1,03895793;SLC8A3;solute carrier family 8 member A3
206590_x_at;0,866;0,01447022;-0,63236657;DRD2;dopamine receptor D2
1562477_at;0,866;0,01454048;1,55647241;EBF2;early B-cell factor 2
201391_at;0,866;0,01459278;0,43676541;TRAP1;TNF receptor associated protein 1
210783_x_at;0,866;0,01461936;-1,46013024;CLEC11A;C-type lectin domain family 11 member A
227297_at;0,866;0,0146244;1,44104766;ITGA9;integrin subunit alpha 9
216689_x_at;0,866;0,01462586;-0,56687719;ARHGAP1;Rho GTPase activating protein 1
1569882_at;0,866;0,01463797;-1,3243499;NPHP3-AS1;NPHP3 antisense RNA 1
1569470_a_at;0,866;0,0146388;0,85609872;FRMD5;FERM domain containing 5
1553637_s_at;0,866;0,01468312;0,62209521;TMCO5A;transmembrane and coiled-coil domains 5A
221020_s_at;0,866;0,01470842;-0,83175477;SLC25A32;solute carrier family 25 member 32
220596_at;0,866;0,0147174;-0,59199636;GPATCH4;G-patch domain containing 4
213999_at;0,866;0,01471843;1,04033019;YIPF4;Yip1 domain family member 4
208267_at;0,866;0,0147256;0,74991406;TRPV5;transient receptor potential cation channel subfamily V member 5
216227_at;0,866;0,01475007;1,41878238;LOC105379655;uncharacterized LOC105379655
1553186_x_at;0,866;0,0147978;-0,44875848;RASEF;RAS and EF-hand domain containing
1552693_at;0,866;0,01482862;1,81725969;ARL11;ADP ribosylation factor like GTPase 11
234897_s_at;0,866;0,01484283;1,23575842;LY6G6F///LY6G6D;lymphocyte antigen 6 complex, locus G6F///lymphocyte antigen 6 complex, locus G6D
1569021_at;0,866;0,01484523;2,5408479;PIK3C2A;phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha
230516_at;0,866;0,01491429;1,35269154;MALSU1;mitochondrial assembly of ribosomal large subunit 1
208193_at;0,866;0,01491469;2,04128954;IL9;interleukin 9
235232_at;0,866;0,0149237;-0,41269717;GMEB1;glucocorticoid modulatory element binding protein 1
203438_at;0,866;0,01494499;2,08090645;STC2;stanniocalcin 2
217302_at;0,866;0,01500023;1,84552783;OR2F2;olfactory receptor family 2 subfamily F member 2
1561536_at;0,866;0,01500409;-1,22628841;LOC283435;uncharacterized LOC283435
1567252_at;0,866;0,0150239;1,08704976;OR10D3;olfactory receptor family 10 subfamily D member 3 (putative)
231581_at;0,866;0,01502664;2,08192579;LINC00664;long intergenic non-protein coding RNA 664
1553151_at;0,866;0,01502717;2,55972341;ATP6V0D2;ATPase H+ transporting V0 subunit d2
244682_at;0,866;0,01506218;2,48770864;CAMSAP1;calmodulin regulated spectrin associated protein 1
205413_at;0,866;0,01515276;-1,84809001;MPPED2;metallophosphoesterase domain containing 2
1554728_at;0,866;0,01515494;1,82404238;SLC9A1;solute carrier family 9 member A1
1553960_at;0,866;0,01517075;-0,43012213;SNX21;sorting nexin family member 21
234429_at;0,866;0,01518697;-1,48356532;LOC101930476///LINC00476;uncharacterized LOC101930476///long intergenic non-protein coding RNA 476
207212_at;0,866;0,0151889;0,78957615;SLC9A3;solute carrier family 9 member A3
1553684_at;0,866;0,01519596;0,9724672;PPIL6;peptidylprolyl isomerase like 6
219355_at;0,866;0,01521556;-0,60761481;CXorf57;chromosome X open reading frame 57
230745_s_at;0,866;0,01525241;1,1630316;TOX3;TOX high mobility group box family member 3
208763_s_at;0,866;0,01528587;0,93542194;TSC22D3;TSC22 domain family member 3
232017_at;0,866;0,01528921;3,54134034;TJP2;tight junction protein 2
239884_at;0,866;0,01529641;1,63382488;CADPS;calcium dependent secretion activator
235184_at;0,866;0,01534426;1,30767824;AEBP2;AE binding protein 2
244270_at;0,866;0,01535288;1,7215807;LOC102723809;uncharacterized LOC102723809
228367_at;0,866;0,01538789;1,19176091;ALPK2;alpha kinase 2
1562847_at;0,866;0,01538878;-1,22209145;LOC101929297;uncharacterized LOC101929297
209906_at;0,866;0,01538949;1,20183181;C3AR1;complement component 3a receptor 1
242344_at;0,866;0,01539645;1,82846199;GABRB2;gamma-aminobutyric acid type A receptor beta2 subunit
235270_at;0,866;0,01542602;-1,72800303;ZNF397;zinc finger protein 397
1555787_at;0,866;0,01542792;-0,67121113;C11orf63;chromosome 11 open reading frame 63
227696_at;0,866;0,01544481;-0,81392211;EXOSC6;exosome component 6
227809_at;0,866;0,01548841;1,25288745;ZC3H6;zinc finger CCCH-type containing 6
1561585_at;0,866;0,01550877;-0,78267336;RCBTB2;RCC1 and BTB domain containing protein 2
1561269_at;0,866;0,01551276;0,78243857;RAPGEF5;Rap guanine nucleotide exchange factor 5
244676_s_at;0,866;0,01551942;1,14853648;MTUS2;microtubule associated tumor suppressor candidate 2
214852_x_at;0,866;0,01553357;1,47242116;VPS13A;vacuolar protein sorting 13 homolog A
1559180_at;0,866;0,0155469;1,33333352;LOC100131860;uncharacterized LOC100131860
241490_s_at;0,866;0,01555334;0,6716481;PGBD2;piggyBac transposable element derived 2
1561476_at;0,866;0,01557259;-1,54596719;CASC6;cancer susceptibility candidate 6 (non-protein coding)
224337_s_at;0,866;0,01564792;0,96149743;FZD4;frizzled class receptor 4
207161_at;0,866;0,0156716;-1,92643111;KIAA0087;KIAA0087
219077_s_at;0,866;0,01568166;0,55173443;WWOX;WW domain containing oxidoreductase
204974_at;0,866;0,01570729;1,21511706;RAB3A;RAB3A, member RAS oncogene family
207008_at;0,866;0,01572461;-1,01471144;CXCR2;C-X-C motif chemokine receptor 2
244640_at;0,866;0,01573519;-1,48644627;ZNF850;zinc finger protein 850
236665_at;0,866;0,01573693;-0,8390056;CCDC18;coiled-coil domain containing 18
1558834_s_at;0,866;0,01574979;-2,04267849;AKNAD1;AKNA domain containing 1
223267_at;0,866;0,0157532;-0,75703277;TRMT10C;tRNA methyltransferase 10C, mitochondrial RNase P subunit
235300_x_at;0,866;0,01581766;-1,424111;RCHY1;ring finger and CHY zinc finger domain containing 1
226969_at;0,866;0,01586255;-0,64635503;MTR;5-methyltetrahydrofolate-homocysteine methyltransferase
214158_s_at;0,866;0,01586837;1,58190629;PRDM10;PR/SET domain 10
239349_at;0,866;0,01586989;-1,1436726;C1QTNF7;C1q and tumor necrosis factor related protein 7
225580_at;0,866;0,01588517;-0,68372531;MRPL50;mitochondrial ribosomal protein L50
209486_at;0,866;0,01592452;-1,10168407;UTP3;UTP3, small subunit processome component homolog (S. cerevisiae)
1557491_at;0,866;0,01597582;0,81510167;LOC100240728;uncharacterized LOC100240728
229608_at;0,866;0,01600759;-1,03118666;LOC101928718///FAM212B;uncharacterized LOC101928718///family with sequence similarity 212 member B
210791_s_at;0,866;0,01603799;0,56709826;ARHGAP32;Rho GTPase activating protein 32
237238_at;0,866;0,01605685;1,64898239;WWC1;WW and C2 domain containing 1
204648_at;0,866;0,01610486;0,57246272;NPR1;natriuretic peptide receptor 1
217354_s_at;0,866;0,01613284;0,43942807;HPS1;HPS1, biogenesis of lysosomal organelles complex 3 subunit 1
220020_at;0,866;0,01622665;0,52063452;XPNPEP3;X-prolyl aminopeptidase 3
228867_at;0,866;0,01629259;-0,48720383;TATDN3;TatD DNase domain containing 3
227973_at;0,866;0,0163044;-0,64463612;C2orf69;chromosome 2 open reading frame 69
1557682_a_at;0,866;0,01633464;-1,12042633;LINC01142;long intergenic non-protein coding RNA 1142
216355_at;0,866;0,01637287;1,14189371;PCDHB17P;protocadherin beta 17 pseudogene
227601_at;0,866;0,01639156;-0,41124048;METTL14;methyltransferase like 14
230292_at;0,866;0,01640137;-1,04827422;LOC100996412;uncharacterized LOC100996412
227908_at;0,866;0,01642111;-1,6304202;TBC1D24;TBC1 domain family member 24
244142_at;0,866;0,01648354;1,91084189;DTNA;dystrobrevin alpha
208387_s_at;0,866;0,01650314;-1,09847019;MMP24;matrix metallopeptidase 24
226162_at;0,866;0,01651461;0,61444616;SLC30A6;solute carrier family 30 member 6
237806_s_at;0,866;0,01653606;1,50099551;LOC729296///MIR646HG;uncharacterized LOC729296///MIR646 host gene
235508_at;0,866;0,01655415;-0,37424235;PML;promyelocytic leukemia
229779_at;0,866;0,01656968;-1,7041693;COL4A4;collagen type IV alpha 4 chain
230553_at;0,866;0,01657055;1,66745995;PRDM15;PR/SET domain 15
1552583_s_at;0,866;0,01658839;-1,83523281;ABCC13;ATP binding cassette subfamily C member 13 (pseudogene)
201638_s_at;0,866;0,01659226;0,58795441;CPSF1;cleavage and polyadenylation specific factor 1
230077_at;0,866;0,01659519;-0,68176282;SDHAP2///SDHAP1///LOC220729///SDHA;succinate dehydrogenase complex flavoprotein subunit A pseudogene 2///succinate dehydrogenase complex flavoprotein subunit A pseudogene 1///succinate dehydrogenase complex flavoprotein subunit A pseudogene///succinate dehydrogenase complex flavoprotein subunit A
236166_at;0,866;0,01663605;-0,71296196;LOC285147;uncharacterized LOC285147
232106_s_at;0,866;0,01667018;-1,44741905;CEP89;centrosomal protein 89
211526_s_at;0,866;0,01667955;-1,6172071;RTEL1-TNFRSF6B///RTEL1;RTEL1-TNFRSF6B readthrough (NMD candidate)///regulator of telomere elongation helicase 1
228480_at;0,866;0,01669413;-0,50130151;VAPA;VAMP associated protein A
230589_at;0,866;0,01670158;0,81739888;TRAF3IP2-AS1;TRAF3IP2 antisense RNA 1
214541_s_at;0,866;0,01675657;1,36834716;QKI;QKI, KH domain containing RNA binding
235043_at;0,866;0,01682137;-0,90096458;FAM122A;family with sequence similarity 122A
214417_s_at;0,866;0,01683278;0,50352272;FETUB;fetuin B
228277_at;0,866;0,01684122;-0,65303495;FBXL19;F-box and leucine rich repeat protein 19
208183_at;0,866;0,01686409;1,14982598;TACR3;tachykinin receptor 3
238231_at;0,866;0,0168911;-1,37216011;NFYC;nuclear transcription factor Y subunit gamma
222869_s_at;0,866;0,01693593;-1,26161431;ELAC1;elaC ribonuclease Z 1
1568848_at;0,866;0,01695278;-1,30901246;LOC101927820;uncharacterized LOC101927820
244097_at;0,866;0,01699813;-1,59041536;CR2;complement component 3d receptor 2
209973_at;0,866;0,01700109;1,58060579;NFKBIL1;NFKB inhibitor like 1
237224_at;0,866;0,01701491;1,14580805;LINC00853;long intergenic non-protein coding RNA 853
210147_at;0,866;0,01703371;-1,17995413;ART3;ADP-ribosyltransferase 3
236046_at;0,866;0,01709976;-0,90963836;CCDC127;coiled-coil domain containing 127
228932_at;0,866;0,01711365;-0,52108444;AGO3;argonaute 3, RISC catalytic component
1557008_at;0,866;0,0171258;1,42670477;LOC340107;uncharacterized LOC340107
241986_at;0,866;0,01715124;1,76061144;BMPER;BMP binding endothelial regulator
218422_s_at;0,866;0,01717368;-0,46678363;RBM26;RNA binding motif protein 26
213150_at;0,866;0,01718586;1,40316683;HOXA10;homeobox A10
241749_at;0,866;0,0172165;-1,45539106;MURC;muscle related coiled-coil protein
1553911_at;0,866;0,01729702;0,44088405;ZNF663P;zinc finger protein 663, pseudogene
227187_at;0,866;0,01738569;-0,40529844;CBLL1;Cbl proto-oncogene like 1
1559170_at;0,866;0,01742218;-1,27855044;ANKRD20A5P;ankyrin repeat domain 20 family member A5, pseudogene
231250_at;0,866;0,01747861;1,66680868;LOC101060400;uncharacterized LOC101060400
208018_s_at;0,866;0,0174832;0,97748787;HCK;HCK proto-oncogene, Src family tyrosine kinase
222017_x_at;0,866;0,01753585;0,70467264;LRCH4;leucine rich repeats and calponin homology domain containing 4
244198_at;0,866;0,01755185;-1,67495699;RANBP17;RAN binding protein 17
206839_at;0,866;0,01757888;1,1462907;C22orf31;chromosome 22 open reading frame 31
210063_at;0,866;0,01759152;1,03159456;SARDH;sarcosine dehydrogenase
1558168_at;0,866;0,01759847;0,60574919;H1FX-AS1;H1FX antisense RNA 1
1553915_at;0,866;0,01766458;2,0268704;C10orf126;chromosome 10 open reading frame 126
1552275_s_at;0,866;0,01769251;0,74392038;PXK;PX domain containing serine/threonine kinase like
236639_at;0,866;0,01769844;0,77473774;SLC16A12-AS1;SLC16A12 antisense RNA 1
212990_at;0,866;0,01773593;-0,55765239;SYNJ1;synaptojanin 1
243519_at;0,866;0,01777847;0,95580583;UBE3C;ubiquitin protein ligase E3C
203934_at;0,866;0,01779289;1,30499032;KDR;kinase insert domain receptor
1566916_at;0,866;0,01779513;1,13213615;HPYR1;Helicobacter pylori responsive 1 (non-protein coding)
1553906_s_at;0,866;0,01779631;1,53375469;FGD2;FYVE, RhoGEF and PH domain containing 2
230941_at;0,866;0,01782775;-0,89354195;LINC01125;long intergenic non-protein coding RNA 1125
235238_at;0,866;0,01784392;-1,47096741;SHC4;SHC adaptor protein 4
208109_s_at;0,866;0,01785873;-1,97082167;LINC00597;long intergenic non-protein coding RNA 597
206060_s_at;0,866;0,01786963;1,49627448;PTPN22;protein tyrosine phosphatase, non-receptor type 22
223142_s_at;0,866;0,01793396;-0,68440553;UCK1;uridine-cytidine kinase 1
215094_at;0,866;0,01794876;1,97600354;SPICE1;spindle and centriole associated protein 1
238057_at;0,866;0,01795114;-0,91719103;USP45;ubiquitin specific peptidase 45
223715_at;0,866;0,017988;-0,91801258;BRSK2;BR serine/threonine kinase 2
239482_x_at;0,866;0,01802687;-1,27479783;ZNF708;zinc finger protein 708
213028_at;0,866;0,01803697;-0,77764083;NFRKB;nuclear factor related to kappaB binding protein
216866_s_at;0,866;0,01806413;1,52079483;COL14A1;collagen type XIV alpha 1 chain
228043_at;0,866;0,0180835;-0,89472485;UTP15;UTP15, small subunit processome component
