The GSE48466 mRNA expression profile dataset.;;;;;
ID;adj.P.Val;P.Value;logFC;Gene.symbol;Gene.title
230294_at;0,0096;0,000774;-0,4544454;RALY-AS1;RALY antisense RNA 1
222307_at;0,0096;0,000774;-0,85547492;PDCD4-AS1;PDCD4 antisense RNA 1
225868_at;0,00961;0,000775;0,61100178;TRIM47;tripartite motif containing 47
223436_s_at;0,00961;0,000775;-0,77141385;TRPT1;tRNA phosphotransferase 1
231071_at;0,00961;0,000775;-0,62510053;YTHDF3-AS1;YTHDF3 antisense RNA 1 (head to head)
202733_at;0,00961;0,000776;-0,38515883;LOC101927705///P4HA2;uncharacterized LOC101927705///prolyl 4-hydroxylase subunit alpha 2
234749_s_at;0,00961;0,000776;-1,11007839;POC1A;POC1 centriolar protein A
225827_at;0,00963;0,000778;-0,52702576;AGO2;argonaute 2, RISC catalytic component
230369_at;0,00963;0,000778;-0,60561896;GPR161;G protein-coupled receptor 161
201072_s_at;0,00964;0,000779;-0,9959663;SMARCC1;SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1
1556227_at;0,00967;0,000783;0,50604381;VCPIP1;valosin containing protein interacting protein 1
228174_at;0,00967;0,000783;-1,65302655;SCAI;suppressor of cancer cell invasion
201066_at;0,00967;0,000783;-0,56228368;CYC1;cytochrome c1
1559988_at;0,00968;0,000784;2,21003575;ZNF483;zinc finger protein 483
220060_s_at;0,00968;0,000785;-0,81750636;PARPBP;PARP1 binding protein
1558803_at;0,00968;0,000785;1,16453283;LOC105371401;uncharacterized LOC105371401
224850_at;0,00968;0,000785;0,47266839;ATAD1;ATPase family, AAA domain containing 1
244099_at;0,00968;0,000785;1,03166747;CACNG2;calcium voltage-gated channel auxiliary subunit gamma 2
242937_at;0,0097;0,000787;0,91836501;FOXK2;forkhead box K2
220144_s_at;0,0097;0,000787;-0,58891648;ANKEF1;ankyrin repeat and EF-hand domain containing 1
1555188_at;0,00971;0,000788;-0,52768341;MTUS2-AS1;MTUS2 antisense RNA 1
211552_s_at;0,00971;0,000789;-0,81308139;ALDH4A1;aldehyde dehydrogenase 4 family member A1
201966_at;0,00971;0,000789;-0,28260577;NDUFS2;NADH:ubiquinone oxidoreductase core subunit S2
219043_s_at;0,00972;0,00079;-0,60485874;PDCL3P4///PDCL3;phosducin-like 3 pseudogene 4///phosducin like 3
1559864_at;0,00972;0,000791;1,01469133;LCN6;lipocalin 6
211886_s_at;0,00973;0,000792;0,61337641;TBX5;T-box 5
219541_at;0,00973;0,000792;-0,97997784;LIME1;Lck interacting transmembrane adaptor 1
1555168_a_at;0,00974;0,000793;0,85374832;CALN1;calneuron 1
229268_at;0,00975;0,000794;-0,61802721;OTULIN;OTU deubiquitinase with linear linkage specificity
240974_at;0,00975;0,000794;-0,81719604;LOC100506851;uncharacterized LOC100506851
216502_at;0,00977;0,000796;6,65460152;ISG20L2;interferon stimulated exonuclease gene 20 like 2
223042_s_at;0,00977;0,000796;-0,47065629;FUNDC2;FUN14 domain containing 2
222554_s_at;0,00977;0,000796;-0,74153159;NOL6;nucleolar protein 6
238022_at;0,00978;0,000797;-1,64148686;CRNDE;colorectal neoplasia differentially expressed (non-protein coding)
205631_at;0,00978;0,000798;-0,69197307;KIAA0586;KIAA0586
225567_at;0,00979;0,000798;-0,66458532;INAFM2;InaF motif containing 2
226934_at;0,0098;0,000799;-0,68798338;CPSF6;cleavage and polyadenylation specific factor 6
201849_at;0,00981;0,000801;-0,84399704;BNIP3;BCL2 interacting protein 3
216473_x_at;0,00981;0,000801;0,63019684;DUX4L24///DBET///LOC100291626///DUX4///LOC100288289///DUX4L2///DUX4L3///DUX4L5///DUX4L6///DUX4L7///LOC652301///DUX4L4///DUX4L8///DUX4L1;double homeobox 4 like 24///D4Z4 binding element transcript (non-protein coding)///double homeobox protein 4-like///double homeobox 4///double homeobox protein 4-like protein 2-like///double homeobox 4 like 2///double homeobox 4 like 3///double homeobox 4 like 5///double homeobox 4 like 6///double homeobox 4 like 7///double homeobox protein 4-like protein 4-like///double homeobox 4 like 4///double homeobox 4 like 8///double homeobox 4 like 1
203080_s_at;0,00981;0,000802;0,31514469;BAZ2B;bromodomain adjacent to zinc finger domain 2B
235747_at;0,00981;0,000802;-1,7039773;LINC00849///SLC25A16;long intergenic non-protein coding RNA 849///solute carrier family 25 member 16
210483_at;0,00981;0,000802;0,96587878;LOC254896///TNFRSF10C;uncharacterized LOC254896///TNF receptor superfamily member 10c
237273_at;0,00981;0,000803;1,22737722;KCNU1;potassium calcium-activated channel subfamily U member 1
202793_at;0,00981;0,000803;-0,61972247;LPCAT3;lysophosphatidylcholine acyltransferase 3
225391_at;0,00983;0,000805;-0,43638439;LOC93622;Morf4 family associated protein 1 like 1 pseudogene
205917_at;0,00983;0,000805;-0,53699636;ZNF264;zinc finger protein 264
208692_at;0,00983;0,000805;-0,67361951;RPS3;ribosomal protein S3
209711_at;0,00983;0,000805;-0,71597542;SLC35D1;solute carrier family 35 member D1
210194_at;0,00983;0,000805;-0,3823949;PLA2R1;phospholipase A2 receptor 1
210386_s_at;0,00983;0,000805;-0,30790753;MTX1;metaxin 1
238810_at;0,00984;0,000807;-1,07479492;RFX3;regulatory factor X3
241800_x_at;0,00985;0,000808;0,51143321;ZMYM2;zinc finger MYM-type containing 2
209799_at;0,00985;0,000808;0,35678463;PRKAA1;protein kinase AMP-activated catalytic subunit alpha 1
200697_at;0,00985;0,000809;-0,41339131;HK1;hexokinase 1
207040_s_at;0,00985;0,000809;-0,69799638;ST13;suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein)
1562012_at;0,00987;0,000811;-2,58616202;LOC100506730;uncharacterized LOC100506730
211462_s_at;0,00989;0,000813;-0,41469781;TBL1Y;transducin (beta)-like 1, Y-linked
202599_s_at;0,00989;0,000813;0,90522517;NRIP1;nuclear receptor interacting protein 1
208752_x_at;0,00989;0,000813;-1,17799607;NAP1L1;nucleosome assembly protein 1 like 1
204842_x_at;0,00989;0,000813;-0,76706093;PRKAR2A;protein kinase cAMP-dependent type II regulatory subunit alpha
206768_at;0,00989;0,000814;-0,61225692;RPL3L;ribosomal protein L3 like
203832_at;0,0099;0,000814;-0,4943776;SNRPF;small nuclear ribonucleoprotein polypeptide F
208189_s_at;0,0099;0,000814;0,5080407;MYO7A;myosin VIIA
214207_s_at;0,0099;0,000815;2,07599134;CARD10;caspase recruitment domain family member 10
201119_s_at;0,0099;0,000815;-0,31878536;COX8A;cytochrome c oxidase subunit 8A
208818_s_at;0,0099;0,000815;-0,451996;COMT;catechol-O-methyltransferase
1563445_x_at;0,0099;0,000815;1,39602356;CTSLP8;cathepsin L pseudogene 8
209746_s_at;0,0099;0,000816;-0,25446707;COQ7;coenzyme Q7, hydroxylase
225197_at;0,0099;0,000816;-1,60209101;C16orf72;chromosome 16 open reading frame 72
235030_at;0,00991;0,000817;-1,58506102;NXPE3;neurexophilin and PC-esterase domain family member 3
206045_s_at;0,00991;0,000817;2,24060857;NOL4;nucleolar protein 4
204137_at;0,00991;0,000817;-0,52484249;GPR137B;G protein-coupled receptor 137B
225179_at;0,00991;0,000818;-0,5598349;UBE2K;ubiquitin conjugating enzyme E2 K
1568609_s_at;0,00992;0,000819;1,36097111;LOC103091866///LINC00623///LINC01138///LINC00869;uncharacterized LOC103091866///long intergenic non-protein coding RNA 623///long intergenic non-protein coding RNA 1138///long intergenic non-protein coding RNA 869
207150_at;0,00993;0,00082;0,75400806;SLC18A3;solute carrier family 18 member A3
223216_x_at;0,00993;0,000821;-0,49597853;FBXO16///ZNF395;F-box protein 16///zinc finger protein 395
208612_at;0,00993;0,000821;0,49665509;PDIA3;protein disulfide isomerase family A member 3
200737_at;0,00994;0,000822;-0,48720061;PGK1;phosphoglycerate kinase 1
230293_at;0,00994;0,000822;-1,60980726;MEAF6;MYST/Esa1 associated factor 6
233589_x_at;0,00994;0,000823;0,65051507;TOR4A;torsin family 4 member A
236565_s_at;0,00994;0,000823;-0,35584788;LARP6;La ribonucleoprotein domain family member 6
220310_at;0,00994;0,000823;-1,59102244;TUBAL3;tubulin alpha like 3
203473_at;0,00994;0,000823;0,9548143;SLCO2B1;solute carrier organic anion transporter family member 2B1
225435_at;0,00994;0,000824;-2,56062023;SSR1;signal sequence receptor subunit 1
210159_s_at;0,00995;0,000824;3,18930782;TRIM31;tripartite motif containing 31
219270_at;0,00995;0,000824;1,69990692;CHAC1;ChaC glutathione specific gamma-glutamylcyclotransferase 1
205191_at;0,00995;0,000825;0,64271998;RP2;retinitis pigmentosa 2 (X-linked recessive)
1561897_at;0,00995;0,000825;-0,64356573;LOC105370746;uncharacterized LOC105370746
220624_s_at;0,00995;0,000826;-0,8164294;ELF5;E74 like ETS transcription factor 5
229076_s_at;0,00996;0,000827;-0,72391575;TOMM22;translocase of outer mitochondrial membrane 22
204238_s_at;0,00997;0,000827;-1,45450399;DNPH1;2'-deoxynucleoside 5'-phosphate N-hydrolase 1
223532_at;0,00997;0,000828;-0,7931067;ANKRD39;ankyrin repeat domain 39
234168_at;0,00997;0,000828;0,80529767;TAF15;TATA-box binding protein associated factor 15
1560950_at;0,00998;0,000828;1,85541654;HECW1-IT1;HECW1 intronic transcript 1
219058_x_at;0,00998;0,000829;1,71423822;TINAGL1;tubulointerstitial nephritis antigen like 1
213056_at;0,00998;0,000829;1,25091282;FRMD4B;FERM domain containing 4B
237460_x_at;0,00998;0,000829;-0,71524783;LINC01588;long intergenic non-protein coding RNA 1588
231929_at;0,00999;0,00083;0,3696424;IKZF2;IKAROS family zinc finger 2
214710_s_at;0,00999;0,00083;-0,62479198;CCNB1;cyclin B1
210810_s_at;0,00999;0,000831;1,20123912;SLC6A5;solute carrier family 6 member 5
1561676_at;0,01;0,000832;1,53988925;PRICKLE2-AS3;PRICKLE2 antisense RNA 3
234816_at;0,01;0,000833;0,83516747;LINC00521;long intergenic non-protein coding RNA 521
236192_at;0,01;0,000834;-1,19790216;HOOK3;hook microtubule tethering protein 3
239136_at;0,01;0,000834;-0,85795786;UNC5B-AS1;UNC5B antisense RNA 1
207815_at;0,01;0,000834;-1,82419635;PF4V1;platelet factor 4 variant 1
224191_x_at;0,01;0,000835;-1,20412139;ROPN1;rhophilin associated tail protein 1
207165_at;0,01;0,000835;-0,40132897;HMMR;hyaluronan mediated motility receptor
1569991_at;0,01;0,000835;0,9859565;KY;kyphoscoliosis peptidase
232092_at;0,01;0,000836;0,39054143;SLC25A51;solute carrier family 25 member 51
242473_at;0,01;0,000836;0,48186628;TRAF4;TNF receptor associated factor 4
239242_at;0,01;0,000837;-0,67295624;SLC25A5-AS1;SLC25A5 antisense RNA 1
232231_at;0,01;0,000837;0,70779057;RUNX2;runt related transcription factor 2
206512_at;0,01;0,000837;0,84178909;ZRSR1///SRP19;zinc finger CCCH-type, RNA binding motif and serine/arginine rich 1///signal recognition particle 19
223084_s_at;0,01;0,000839;-0,6098876;CCNDBP1;cyclin D1 binding protein 1
216877_at;0,01;0,00084;0,70713007;LOC100505498;uncharacterized LOC100505498
203921_at;0,01;0,00084;1,39309391;CHST2;carbohydrate sulfotransferase 2
220192_x_at;0,01;0,00084;1,50591204;SPDEF;SAM pointed domain containing ETS transcription factor
216937_s_at;0,01;0,00084;1,13743135;RS1;retinoschisin 1
209797_at;0,0101;0,000842;-0,42711331;CNPY2;canopy FGF signaling regulator 2
217792_at;0,0101;0,000842;-0,77814214;SNX5;sorting nexin 5
224652_at;0,0101;0,000843;-0,51649809;CCNY;cyclin Y
202233_s_at;0,0101;0,000844;-0,42271063;UQCRHL///UQCRH;ubiquinol-cytochrome c reductase hinge protein like///ubiquinol-cytochrome c reductase hinge protein
214089_at;0,0101;0,000845;-0,75213935;RPS8;ribosomal protein S8
213599_at;0,0101;0,000845;-0,96746475;OIP5;Opa interacting protein 5
242093_at;0,0101;0,000847;0,38758335;SYTL5;synaptotagmin like 5
207159_x_at;0,0101;0,000848;-0,95120632;CRTC1;CREB regulated transcription coactivator 1
208822_s_at;0,0101;0,000848;-0,29861476;DAP3;death associated protein 3
222551_s_at;0,0101;0,000848;-0,34604727;C8orf33;chromosome 8 open reading frame 33
236166_at;0,0101;0,000849;-0,82755301;LOC285147;uncharacterized LOC285147
202975_s_at;0,0101;0,00085;-0,79656763;RHOBTB3;Rho related BTB domain containing 3
1570529_at;0,0101;0,00085;1,02153031;PUM3;pumilio RNA binding family member 3
202170_s_at;0,0101;0,000851;-0,44013921;AASDHPPT;aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase
204340_at;0,0101;0,000851;0,56608785;TMEM187;transmembrane protein 187
213996_at;0,0101;0,000851;-1,81145826;YPEL1;yippee like 1
211658_at;0,0101;0,000851;-0,7270884;PRDX2;peroxiredoxin 2
224867_at;0,0101;0,000852;-0,58538207;MINOS1;mitochondrial inner membrane organizing system 1
203790_s_at;0,0101;0,000853;-0,45460051;RIDA;reactive intermediate imine deaminase A homolog
222245_s_at;0,0101;0,000854;0,54583014;FER1L4;fer-1 like family member 4, pseudogene
221593_s_at;0,0101;0,000854;-0,8907885;RPL31;ribosomal protein L31
232017_at;0,0101;0,000854;0,74544997;TJP2;tight junction protein 2
221058_s_at;0,0101;0,000855;-0,50736901;CKLF;chemokine like factor
230962_at;0,0101;0,000856;-0,78184687;DCLK1;doublecortin like kinase 1
202095_s_at;0,0101;0,000856;-0,76553482;BIRC5;baculoviral IAP repeat containing 5
211761_s_at;0,0101;0,000857;-1,11113746;CACYBP;calcyclin binding protein
205217_at;0,0101;0,000857;-0,89717267;TIMM8A;translocase of inner mitochondrial membrane 8 homolog A (yeast)
227142_at;0,0102;0,000857;1,05708612;PLEKHG5;pleckstrin homology and RhoGEF domain containing G5
200034_s_at;0,0102;0,000857;-0,50920292;RPL6;ribosomal protein L6
1553366_s_at;0,0102;0,000859;0,50823897;ANKRD23///ANKRD39;ankyrin repeat domain 23///ankyrin repeat domain 39
205570_at;0,0102;0,00086;0,35779637;PIP4K2A;phosphatidylinositol-5-phosphate 4-kinase type 2 alpha
239891_x_at;0,0102;0,00086;0,39785439;RAB12;RAB12, member RAS oncogene family
221620_s_at;0,0102;0,000861;-0,53856902;APOO;apolipoprotein O
201603_at;0,0102;0,000863;0,54804823;PPP1R12A;protein phosphatase 1 regulatory subunit 12A
203736_s_at;0,0102;0,000863;0,78767066;PPFIBP1;PPFIA binding protein 1
233063_s_at;0,0102;0,000864;-0,43421243;GMDS-AS1;GMDS antisense RNA 1 (head to head)
205870_at;0,0102;0,000864;-0,68738247;BDKRB2;bradykinin receptor B2
213887_s_at;0,0102;0,000865;-0,80690245;POLR2E;RNA polymerase II subunit E
204141_at;0,0102;0,000865;0,7845283;TUBB2A;tubulin beta 2A class IIa
218578_at;0,0102;0,000866;0,50442412;CDC73;cell division cycle 73
203071_at;0,0102;0,000866;3,01501847;MIR6872///SEMA3B;microRNA 6872///semaphorin 3B
225354_s_at;0,0102;0,000866;-0,67091799;SH3BGRL2;SH3 domain binding glutamate rich protein like 2
221436_s_at;0,0102;0,000867;-0,56404065;CDCA3;cell division cycle associated 3
243762_at;0,0102;0,000868;0,84925368;LINC01297;long intergenic non-protein coding RNA 1297
206959_s_at;0,0102;0,000869;-0,7865947;UPF3A;UPF3 regulator of nonsense transcripts homolog A (yeast)
222099_s_at;0,0102;0,000869;-0,49527241;LSM14A;LSM14A, mRNA processing body assembly factor
208190_s_at;0,0103;0,000873;1,10275942;LSR;lipolysis stimulated lipoprotein receptor
226559_at;0,0103;0,000873;1,13430167;IER5L;immediate early response 5 like
215566_x_at;0,0103;0,000873;-0,41742736;LYPLA2;lysophospholipase II
219752_at;0,0103;0,000875;0,76638469;RASAL1;RAS protein activator like 1
208575_at;0,0103;0,000875;1,39465059;HIST1H3A;histone cluster 1, H3a
1553304_at;0,0103;0,000875;-0,70790739;LSM14B;LSM family member 14B
204500_s_at;0,0103;0,000875;-1,37452187;AGTPBP1;ATP/GTP binding protein 1
58367_s_at;0,0103;0,000875;0,37061678;ZNF419;zinc finger protein 419
201463_s_at;0,0103;0,000876;-0,32868717;TALDO1;transaldolase 1
210669_at;0,0103;0,000876;5,38747122;TFAP2A;transcription factor AP-2 alpha
212003_at;0,0103;0,000876;0,63881479;SZRD1;SUZ RNA binding domain containing 1
244428_at;0,0103;0,000876;0,46179237;DNMT3A;DNA methyltransferase 3 alpha
227209_at;0,0103;0,000877;-3,07406048;CNTN1;contactin 1
217872_at;0,0103;0,000877;-0,51600192;PIH1D1;PIH1 domain containing 1
243459_x_at;0,0103;0,000877;0,64695046;CDK14;cyclin dependent kinase 14
228977_at;0,0103;0,000877;-1,59943901;LOC729680;uncharacterized LOC729680
227411_at;0,0103;0,000877;0,65596867;WTIP;Wilms tumor 1 interacting protein
201322_at;0,0103;0,000877;-0,33155616;ATP5B;ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide
227962_at;0,0103;0,000878;-1,49265201;ACOX1;acyl-CoA oxidase 1
212447_at;0,0103;0,000878;0,72556763;KBTBD2;kelch repeat and BTB domain containing 2
223038_s_at;0,0103;0,000878;-0,51882316;FAM60A;family with sequence similarity 60 member A
1566140_at;0,0103;0,000879;0,98866417;HOPX;HOP homeobox
224877_s_at;0,0103;0,000879;-0,68285898;MRPS5;mitochondrial ribosomal protein S5
229433_at;0,0103;0,00088;0,63639463;RBM26;RNA binding motif protein 26
205770_at;0,0103;0,000881;-0,56640824;GSR;glutathione-disulfide reductase
200094_s_at;0,0103;0,000881;-0,74981366;EEF2;eukaryotic translation elongation factor 2
203074_at;0,0103;0,000882;-0,40791837;ANXA8L1///ANXA8;annexin A8-like 1///annexin A8
201405_s_at;0,0103;0,000882;-0,4355687;COPS6;COP9 signalosome subunit 6
206118_at;0,0103;0,000882;-0,49444054;STAT4;signal transducer and activator of transcription 4
223617_x_at;0,0103;0,000882;-0,58512835;ATAD3B;ATPase family, AAA domain containing 3B
209636_at;0,0103;0,000883;1,46844008;NFKB2;nuclear factor kappa B subunit 2
226463_at;0,0103;0,000884;-0,93680289;ATP6V1C1;ATPase H+ transporting V1 subunit C1
213795_s_at;0,0103;0,000884;0,43123201;PTPRA;protein tyrosine phosphatase, receptor type A
202895_s_at;0,0103;0,000885;0,56764851;SIRPA;signal regulatory protein alpha
225890_at;0,0103;0,000886;0,41568563;MGME1;mitochondrial genome maintenance exonuclease 1
208235_x_at;0,0103;0,000887;1,50937787;GAGE12F///GAGE12B///GAGE12G///GAGE12I///GAGE7///GAGE6///GAGE5///GAGE4;G antigen 12F///G antigen 12B///G antigen 12G///G antigen 12I///G antigen 7///G antigen 6///G antigen 5///G antigen 4
1561557_at;0,0103;0,000888;0,43762645;LOC105378419;uncharacterized LOC105378419
38521_at;0,0103;0,000888;0,57253287;CD22;CD22 molecule
1552307_a_at;0,0103;0,000888;-0,77951492;TTC39C;tetratricopeptide repeat domain 39C
201600_at;0,0103;0,000888;-0,90740591;PHB2;prohibitin 2
237834_at;0,0103;0,000889;1,48101492;SNCAIP;synuclein alpha interacting protein
217756_x_at;0,0103;0,000889;-0,42814253;MIR1282///HYPK///SERF2;microRNA 1282///huntingtin interacting protein K///small EDRK-rich factor 2
1555716_a_at;0,0103;0,00089;-0,59424632;CXADR;coxsackie virus and adenovirus receptor
207971_s_at;0,0103;0,00089;-0,81151894;CEP68;centrosomal protein 68
212993_at;0,0103;0,00089;-1,1794116;NACC2;NACC family member 2
223446_s_at;0,0103;0,000891;-0,41211755;DTNBP1;dystrobrevin binding protein 1
210978_s_at;0,0103;0,000891;-0,74326518;TAGLN2;transgelin 2
229793_at;0,0103;0,000891;0,97705532;ASAH2B;N-acylsphingosine amidohydrolase 2B
221029_s_at;0,0103;0,000891;-0,66730703;WNT5B;Wnt family member 5B
223708_at;0,0103;0,000891;-0,43845416;C1QTNF4;C1q and tumor necrosis factor related protein 4
1555334_s_at;0,0103;0,000891;-0,56482442;SLC30A5;solute carrier family 30 member 5
1559477_s_at;0,0103;0,000891;-0,53029931;MEIS1;Meis homeobox 1
204594_s_at;0,0103;0,000891;-0,32843425;MIEF1;mitochondrial elongation factor 1
216512_s_at;0,0103;0,000892;1,23990879;DCT;dopachrome tautomerase
205205_at;0,0103;0,000892;0,97775813;RELB;RELB proto-oncogene, NF-kB subunit
207666_x_at;0,0103;0,000892;0,50112836;SSX3;SSX family member 3
224943_at;0,0103;0,000893;-0,82259957;BTBD7;BTB domain containing 7
238900_at;0,0103;0,000895;0,77919772;LOC100996809///HLA-DRB5///HLA-DRB4///HLA-DRB3///HLA-DRB1;HLA class II histocompatibility antigen, DRB1-10 beta chain-like///major histocompatibility complex, class II, DR beta 5///major histocompatibility complex, class II, DR beta 4///major histocompatibility complex, class II, DR beta 3///major histocompatibility complex, class II, DR beta 1
209104_s_at;0,0103;0,000895;-0,72997411;NHP2;NHP2 ribonucleoprotein
1555866_a_at;0,0103;0,000896;0,55035873;HEXDC;hexosaminidase D
224601_at;0,0103;0,000897;-0,78912466;SNHG16///SNORD1C///SNORD1A;small nucleolar RNA host gene 16///small nucleolar RNA, C/D box 1C///small nucleolar RNA, C/D box 1A
209451_at;0,0104;0,000898;0,59393651;TANK;TRAF family member associated NFKB activator
1559822_s_at;0,0104;0,000899;-0,69593484;MTDH;metadherin
1555757_at;0,0104;0,000899;0,69230113;C7orf34;chromosome 7 open reading frame 34
1554696_s_at;0,0104;0,0009;-1,67723701;TYMS;thymidylate synthetase
209170_s_at;0,0104;0,0009;-1,6009909;GPM6B;glycoprotein M6B
200680_x_at;0,0104;0,0009;-0,54862085;HMGB1;high mobility group box 1
219681_s_at;0,0104;0,0009;0,33748533;RAB11FIP1;RAB11 family interacting protein 1
230811_at;0,0104;0,000901;-1,96072542;SPATA33;spermatogenesis associated 33
205368_at;0,0104;0,000901;-0,71107824;FAM131B;family with sequence similarity 131 member B
212615_at;0,0104;0,000902;0,4232324;CHD9;chromodomain helicase DNA binding protein 9
219477_s_at;0,0104;0,000903;2,03116172;LOC101930578///MRPS31P5///THSD1;uncharacterized LOC101930578///mitochondrial ribosomal protein S31 pseudogene 5///thrombospondin type 1 domain containing 1
225716_at;0,0104;0,000904;-1,83699088;BRI3BP;BRI3 binding protein
244471_x_at;0,0104;0,000904;1,74259265;PANX2;pannexin 2
206335_at;0,0104;0,000904;-0,39783552;GALNS;galactosamine (N-acetyl)-6-sulfatase
228412_at;0,0104;0,000905;-0,49322957;LOC643072;uncharacterized LOC643072
222138_s_at;0,0104;0,000905;-0,57593702;WDR13;WD repeat domain 13
219014_at;0,0104;0,000905;0,72629831;PLAC8;placenta specific 8
237193_s_at;0,0104;0,000907;0,9355438;LOC101927668;uncharacterized LOC101927668
237437_s_at;0,0104;0,000907;7,28350165;ADARB2;adenosine deaminase, RNA specific B2 (inactive)
226805_at;0,0104;0,000908;-1,5296968;FITM2;fat storage inducing transmembrane protein 2
211426_x_at;0,0104;0,000908;-0,57142768;GNAQ;G protein subunit alpha q
209906_at;0,0104;0,000908;7,199638;C3AR1;complement component 3a receptor 1
205753_at;0,0104;0,000909;0,67933312;CRP;C-reactive protein, pentraxin-related
37831_at;0,0104;0,000909;-0,6720756;SIPA1L3;signal induced proliferation associated 1 like 3
238752_at;0,0104;0,00091;-1,47385621;GPLD1;glycosylphosphatidylinositol specific phospholipase D1
203426_s_at;0,0104;0,00091;-0,87371025;IGFBP5;insulin like growth factor binding protein 5
239671_at;0,0104;0,00091;-0,81149972;SYT16;synaptotagmin 16
235773_at;0,0104;0,000911;0,66325882;ZIK1;zinc finger protein interacting with K protein 1
214960_at;0,0104;0,000911;-0,5051282;API5;apoptosis inhibitor 5
226094_at;0,0104;0,000911;-0,53754606;PIK3C2A;phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha
235063_at;0,0104;0,000912;0,6427119;C20orf196;chromosome 20 open reading frame 196
200644_at;0,0104;0,000913;1,12554535;MARCKSL1;MARCKS like 1
203557_s_at;0,0104;0,000913;-0,88140443;PCBD1;pterin-4 alpha-carbinolamine dehydratase 1
231925_at;0,0104;0,000914;-0,96399704;P2RY1;purinergic receptor P2Y1
223551_at;0,0104;0,000914;0,79641213;PKIB;protein kinase (cAMP-dependent, catalytic) inhibitor beta
201161_s_at;0,0104;0,000915;-0,51117411;YBX3;Y-box binding protein 3
200762_at;0,0105;0,000916;-0,88301143;DPYSL2;dihydropyrimidinase like 2
223345_at;0,0105;0,000917;-0,34009577;HDAC8;histone deacetylase 8
223328_at;0,0105;0,000917;-0,5197986;ARMC10;armadillo repeat containing 10
228065_at;0,0105;0,000919;0,57459763;BCL9L;B-cell CLL/lymphoma 9-like
219903_s_at;0,0105;0,00092;1,09911009;CYP2C8;cytochrome P450 family 2 subfamily C member 8
212896_at;0,0105;0,00092;-0,59998262;SKIV2L2;Ski2 like RNA helicase 2
203576_at;0,0105;0,00092;-1,93694063;BCAT2;branched chain amino acid transaminase 2
241416_at;0,0105;0,000921;0,56188766;LOC101928806;uncharacterized LOC101928806
203038_at;0,0105;0,000921;0,33382544;PTPRK;protein tyrosine phosphatase, receptor type K
215952_s_at;0,0105;0,000921;-0,27848968;OAZ1;ornithine decarboxylase antizyme 1
1570155_at;0,0105;0,000921;0,67880246;LINC01111;long intergenic non-protein coding RNA 1111
218616_at;0,0105;0,000922;1,13631434;INTS12;integrator complex subunit 12
200072_s_at;0,0105;0,000922;-0,32471785;HNRNPM;heterogeneous nuclear ribonucleoprotein M
33768_at;0,0105;0,000923;0,38512719;DMWD;dystrophia myotonica, WD repeat containing
224871_at;0,0105;0,000923;-0,80676653;TPRG1L;tumor protein p63 regulated 1-like
209219_at;0,0105;0,000923;-1,05704416;MIR1236///NELFE;microRNA 1236///negative elongation factor complex member E
207681_at;0,0105;0,000926;0,50957788;CXCR3;C-X-C motif chemokine receptor 3
208686_s_at;0,0105;0,000926;0,78237416;BRD2;bromodomain containing 2
244783_at;0,0105;0,000927;0,37028708;YAF2;YY1 associated factor 2
206375_s_at;0,0105;0,000927;0,46419224;HSPB3;heat shock protein family B (small) member 3
228203_at;0,0105;0,000927;-0,77893053;B4GAT1;beta-1,4-glucuronyltransferase 1
208764_s_at;0,0105;0,000927;-0,82572804;ATP5G2;ATP synthase, H+ transporting, mitochondrial Fo complex subunit C2 (subunit 9)
221479_s_at;0,0105;0,000927;-0,68193588;BNIP3L;BCL2 interacting protein 3 like
228759_at;0,0105;0,000928;-0,83192954;CREB3L2;cAMP responsive element binding protein 3 like 2
201740_at;0,0105;0,000929;-0,45184902;NDUFS3;NADH:ubiquinone oxidoreductase core subunit S3
228295_at;0,0105;0,000929;0,94090171;WDR59;WD repeat domain 59
231646_at;0,0105;0,00093;-1,01143563;DPCR1;diffuse panbronchiolitis critical region 1
220937_s_at;0,0105;0,00093;-0,74926406;ST6GALNAC4;ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4
226072_at;0,0105;0,000931;-1,0405169;FUK;fucokinase
226793_at;0,0105;0,000931;-1,0358306;LINC00294;long intergenic non-protein coding RNA 294
218592_s_at;0,0105;0,000932;-0,8661909;CECR5;cat eye syndrome chromosome region, candidate 5
222854_s_at;0,0105;0,000932;-0,44794676;GEMIN8;gem nuclear organelle associated protein 8
212987_at;0,0105;0,000933;-0,27782031;FBXO9;F-box protein 9
228829_at;0,0105;0,000933;-0,31680225;ATF7;activating transcription factor 7
221534_at;0,0105;0,000933;0,55045047;C11orf68;chromosome 11 open reading frame 68
202622_s_at;0,0106;0,000934;-0,67020656;ATXN2;ataxin 2
225307_at;0,0106;0,000935;-0,66498177;ZNF511;zinc finger protein 511
225196_s_at;0,0106;0,000935;-0,52272708;MRPS26;mitochondrial ribosomal protein S26
1562847_at;0,0106;0,000935;1,17324593;LOC101929297;uncharacterized LOC101929297
